antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'rest_ecg_ST-T wave abnormality', 'slope_Downsloping'})","frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.2682926829268293,0.7053658536585365,0.23804878048780487,0.8872727272727272,1.2578901043631334,1.0,0.04880428316478286,2.61369000786782,0.28019125683060103,0.3236074270557029,0.6173991571342563,0.6123777190997108
frozenset({'rest_ecg_ST-T wave abnormality'}),"frozenset({'exercise_induced_angina_No', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.5004878048780488,0.3229268292682927,0.2029268292682927,0.405458089668616,1.2555726341701856,1.0,0.04130588935157645,1.1388148740503796,0.40749887319711536,0.3270440251572327,0.1218941526085467,0.5169284406047008
"frozenset({'exercise_induced_angina_No', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'rest_ecg_ST-T wave abnormality'}),0.3229268292682927,0.5004878048780488,0.2029268292682927,0.6283987915407855,1.2555726341701854,1.0,0.04130588935157645,1.3442157445964702,0.30063317446242527,0.3270440251572327,0.25607179947129904,0.5169284406047008
frozenset({'rest_ecg_ST-T wave abnormality'}),"frozenset({'oldpeak_Low', 'exercise_induced_angina_No', 'slope_Downsloping'})",0.5004878048780488,0.3648780487804878,0.22926829268292684,0.45808966861598444,1.2554596532924707,1.0,0.0466512790005949,1.172005615020179,0.40735538563829804,0.36042944785276076,0.1467617670220953,0.5432159573026447
"frozenset({'oldpeak_Low', 'exercise_induced_angina_No', 'slope_Downsloping'})",frozenset({'rest_ecg_ST-T wave abnormality'}),0.3648780487804878,0.5004878048780488,0.22926829268292684,0.6283422459893049,1.2554596532924707,1.0,0.0466512790005949,1.3440112300403582,0.3203778148184464,0.36042944785276076,0.2559585979278076,0.5432159573026447
"frozenset({'rest_ecg_ST-T wave abnormality', 'exercise_induced_angina_No', 'slope_Downsloping'})","frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.22926829268292684,0.7053658536585365,0.2029268292682927,0.8851063829787235,1.2548188693681765,1.0,0.04120880428316481,2.564408310749776,0.2634797955209349,0.2773333333333334,0.6100464985205019,0.5863982813925429
"frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'rest_ecg_ST-T wave abnormality', 'exercise_induced_angina_No', 'slope_Downsloping'})",0.7053658536585365,0.22926829268292684,0.2029268292682927,0.2876901798063624,1.2548188693681763,1.0,0.04120880428316481,1.0820175230878524,0.6892352266938363,0.2773333333333334,0.07580054974876134,0.5863982813925429
"frozenset({'slope_Flat', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'chest_pain_type_Typical angina'}),0.4058536585365854,0.4848780487804878,0.24682926829268292,0.6081730769230769,1.2542804906361245,1.0,0.05003973825104105,1.3146670656890616,0.341212510627803,0.3833333333333333,0.23935114364801857,0.5586137014394057
frozenset({'chest_pain_type_Typical angina'}),"frozenset({'slope_Flat', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.4848780487804878,0.4058536585365854,0.24682926829268292,0.5090543259557344,1.2542804906361245,1.0,0.05003973825104105,1.2102079168332667,0.3935576116900228,0.3833333333333333,0.17369570460530007,0.5586137014394057
"frozenset({'thalassemia_Reversable Defect', 'target_0', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'sex_Male'}),0.2653658536585366,0.6956097560975609,0.23121951219512196,0.8713235294117647,1.252603951819157,1.0,0.04662843545508627,2.3655470383275268,0.27450815584357374,0.3168449197860963,0.5772648001508297,0.6018609231911558
frozenset({'sex_Male'}),"frozenset({'thalassemia_Reversable Defect', 'target_0', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.6956097560975609,0.2653658536585366,0.23121951219512196,0.332398316970547,1.2526039518191567,1.0,0.04662843545508627,1.1004078704652593,0.6625148761224712,0.3168449197860963,0.09124604899709252,0.6018609231911558
frozenset({'thalassemia_Reversable Defect'}),frozenset({'sex_Male'}),0.4,0.6956097560975609,0.34829268292682924,0.8707317073170731,1.2517531556802244,1.0,0.07004878048780488,2.3547169811320736,0.3352007469654529,0.4660574412532636,0.5753205128205126,0.6857164847945814
frozenset({'sex_Male'}),frozenset({'thalassemia_Reversable Defect'}),0.6956097560975609,0.4,0.34829268292682924,0.5007012622720898,1.2517531556802244,1.0,0.07004878048780488,1.201685393258427,0.6607322416145947,0.4660574412532636,0.1678354371201496,0.6857164847945814
"frozenset({'rest_ecg_ST-T wave abnormality', 'vessels_colored_by_flourosopy_Zero'})",frozenset({'thalassemia_Fixed Defect'}),0.3131707317073171,0.5307317073170732,0.20780487804878048,0.6635514018691588,1.2502576965365584,1.0,0.04159524092801903,1.3947696476964768,0.29143325864276565,0.3266871165644171,0.28303573163386236,0.5275477597581089
frozenset({'thalassemia_Fixed Defect'}),"frozenset({'rest_ecg_ST-T wave abnormality', 'vessels_colored_by_flourosopy_Zero'})",0.5307317073170732,0.3131707317073171,0.20780487804878048,0.39154411764705876,1.2502576965365584,1.0,0.04159524092801903,1.1288070149583669,0.42654680682849694,0.3266871165644171,0.1141089781082887,0.5275477597581089
"frozenset({'oldpeak_Low', 'thalassemia_Fixed Defect'})",frozenset({'exercise_induced_angina_No'}),0.48585365853658535,0.6634146341463415,0.4029268292682927,0.8293172690763053,1.2500738247106071,1.0,0.08060440214158243,1.9719942611190826,0.38908619762831337,0.5398692810457516,0.49289913276293607,0.718335105126388
frozenset({'exercise_induced_angina_No'}),"frozenset({'oldpeak_Low', 'thalassemia_Fixed Defect'})",0.6634146341463415,0.48585365853658535,0.4029268292682927,0.6073529411764705,1.2500738247106071,1.0,0.08060440214158243,1.3094363752626288,0.5943432642032498,0.5398692810457516,0.23631264650072545,0.718335105126388
frozenset({'chest_pain_type_Typical angina'}),frozenset({'slope_Flat'}),0.4848780487804878,0.47024390243902436,0.2848780487804878,0.5875251509054326,1.2494051445603078,1.0,0.05686710291493158,1.284335514574658,0.3875181610626816,0.4250363901018923,0.22138725539239115,0.596667139768069
frozenset({'slope_Flat'}),frozenset({'chest_pain_type_Typical angina'}),0.47024390243902436,0.4848780487804878,0.2848780487804878,0.6058091286307054,1.2494051445603078,1.0,0.05686710291493158,1.306783055198973,0.3768132394863644,0.4250363901018923,0.23476203948195642,0.596667139768069
"frozenset({'chest_pain_type_Typical angina', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'slope_Flat'}),0.42048780487804877,0.47024390243902436,0.24682926829268292,0.5870069605568445,1.2483031837567753,1.0,0.04909744199881025,1.2827240339819128,0.3432413728856417,0.38333333333333336,0.22040908760730327,0.5559516130585053
frozenset({'slope_Flat'}),"frozenset({'chest_pain_type_Typical angina', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.47024390243902436,0.42048780487804877,0.24682926829268292,0.524896265560166,1.2483031837567753,1.0,0.04909744199881025,1.2197592927894347,0.37547951288042575,0.38333333333333336,0.18016611481341777,0.5559516130585053
"frozenset({'oldpeak_Low', 'thalassemia_Fixed Defect', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'exercise_induced_angina_No'}),0.4253658536585366,0.6634146341463415,0.3521951219512195,0.8279816513761468,1.248060577441986,1.0,0.07000118976799519,1.9566829268292678,0.34588414562453823,0.47814569536423834,0.4889309932189867,0.6794320021586615
frozenset({'exercise_induced_angina_No'}),"frozenset({'oldpeak_Low', 'thalassemia_Fixed Defect', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.6634146341463415,0.4253658536585366,0.3521951219512195,0.5308823529411764,1.2480605774419857,1.0,0.07000118976799519,1.2249254530162854,0.5905094544140669,0.47814569536423834,0.18362378907420335,0.6794320021586615
"frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'thalassemia_Fixed Defect', 'target_1', 'exercise_induced_angina_No', 'vessels_colored_by_flourosopy_Zero'})",0.7053658536585365,0.27707317073170734,0.24390243902439024,0.3457814661134163,1.2479788829797596,1.0,0.04846448542534204,1.105023462073944,0.6744105960264897,0.33025099075297226,0.09504183909075803,0.6130315781271307
"frozenset({'thalassemia_Fixed Defect', 'target_1', 'exercise_induced_angina_No', 'vessels_colored_by_flourosopy_Zero'})","frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.27707317073170734,0.7053658536585365,0.24390243902439024,0.880281690140845,1.2479788829797596,1.0,0.04846448542534204,2.46106169296987,0.27486099865047225,0.33025099075297226,0.5936712993190932,0.6130315781271307
frozenset({'rest_ecg_ST-T wave abnormality'}),"frozenset({'oldpeak_Low', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.5004878048780488,0.38146341463414635,0.23804878048780487,0.4756335282651072,1.2468653873957414,1.0,0.047130993456276,1.1795883579653639,0.39636430584016374,0.3696969696969697,0.15224663481346193,0.5498372244906098
"frozenset({'oldpeak_Low', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'rest_ecg_ST-T wave abnormality'}),0.38146341463414635,0.5004878048780488,0.23804878048780487,0.6240409207161125,1.2468653873957414,1.0,0.047130993456276,1.3286344781815165,0.32009231007912275,0.3696969696969697,0.24734754635549866,0.5498372244906098
frozenset({'slope_Downsloping'}),"frozenset({'oldpeak_Low', 'vessels_colored_by_flourosopy_Zero', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.4575609756097561,0.4497560975609756,0.25658536585365854,0.5607675906183369,1.2468259878173436,1.0,0.05079452706722187,1.252739758465546,0.3649506250512896,0.39430284857571213,0.20174961060956617,0.5656332530098191
"frozenset({'oldpeak_Low', 'vessels_colored_by_flourosopy_Zero', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'slope_Downsloping'}),0.4497560975609756,0.4575609756097561,0.25658536585365854,0.5704989154013015,1.2468259878173433,1.0,0.05079452706722187,1.2629514658782952,0.359774020440633,0.39430284857571213,0.20820393576678778,0.5656332530098191
"frozenset({'rest_ecg_ST-T wave abnormality', 'thalassemia_Fixed Defect'})","frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.2751219512195122,0.7053658536585365,0.24195121951219511,0.8794326241134751,1.2467751586670983,1.0,0.04788958953004163,2.443730272596843,0.2730538792167759,0.3276089828269485,0.5907895354844769,0.6112239192489921
"frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'rest_ecg_ST-T wave abnormality', 'thalassemia_Fixed Defect'})",0.7053658536585365,0.2751219512195122,0.24195121951219511,0.343015214384509,1.246775158667098,1.0,0.04788958953004163,1.1033406931964056,0.6717848750267035,0.3276089828269485,0.0936616349180642,0.6112239192489921
"frozenset({'exercise_induced_angina_No', 'sex_Male'})",frozenset({'slope_Downsloping'}),0.43121951219512195,0.4575609756097561,0.24585365853658536,0.5701357466063348,1.2460322820287701,1.0,0.04854443783462223,1.2618844672657252,0.34715075281113,0.3823975720789074,0.2075344249487287,0.5537245897210779
frozenset({'slope_Downsloping'}),"frozenset({'exercise_induced_angina_No', 'sex_Male'})",0.4575609756097561,0.43121951219512195,0.24585365853658536,0.5373134328358209,1.2460322820287701,1.0,0.04854443783462223,1.2292997639653818,0.3640087929656273,0.3823975720789074,0.18652876270448784,0.5537245897210779
"frozenset({'oldpeak_Low', 'target_1', 'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'rest_ecg_ST-T wave abnormality'}),0.3678048780487805,0.5004878048780488,0.22926829268292684,0.6233421750663131,1.2454692581734326,1.0,0.04518643664485428,1.3261697011336313,0.3117546624638825,0.35877862595419846,0.24594869031830252,0.5407159218411488
frozenset({'rest_ecg_ST-T wave abnormality'}),"frozenset({'oldpeak_Low', 'target_1', 'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.5004878048780488,0.3678048780487805,0.22926829268292684,0.45808966861598444,1.2454692581734326,1.0,0.04518643664485428,1.166604667485524,0.39456449468085125,0.35877862595419846,0.142811590017568,0.5407159218411488
frozenset({'exercise_induced_angina_No'}),"frozenset({'oldpeak_Low', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.6634146341463415,0.38146341463414635,0.3151219512195122,0.475,1.2452046035805626,1.0,0.06205353955978582,1.1781649245063879,0.5850495804729213,0.4318181818181818,0.15122239747634064,0.6505434782608696
"frozenset({'oldpeak_Low', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'exercise_induced_angina_No'}),0.38146341463414635,0.6634146341463415,0.3151219512195122,0.8260869565217391,1.2452046035805626,1.0,0.06205353955978582,1.9353658536585365,0.31836294205545396,0.4318181818181818,0.48330182734719596,0.6505434782608696
"frozenset({'fasting_blood_sugar_Lower than 120 mg/ml', 'sex_Male'})","frozenset({'oldpeak_Low', 'thalassemia_Reversable Defect'})",0.5873170731707317,0.2965853658536585,0.21658536585365853,0.36877076411960136,1.243388267179577,1.0,0.042395716835217145,1.1143568677792042,0.47432538921900635,0.32456140350877194,0.10262140530179113,0.5495169610071691
"frozenset({'oldpeak_Low', 'thalassemia_Reversable Defect'})","frozenset({'fasting_blood_sugar_Lower than 120 mg/ml', 'sex_Male'})",0.2965853658536585,0.5873170731707317,0.21658536585365853,0.7302631578947368,1.2433882671795768,1.0,0.042395716835217145,1.5299464604402142,0.2782796666291813,0.32456140350877194,0.3463823566007217,0.5495169610071691
"frozenset({'thalassemia_Fixed Defect', 'target_1', 'vessels_colored_by_flourosopy_Zero'})","frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.31609756097560976,0.7053658536585365,0.27707317073170734,0.8765432098765433,1.2426788245137717,1.0,0.054108744794765046,2.3865365853658562,0.2855478089650601,0.37221494102228053,0.5809827487531687,0.6346754776906922
"frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'thalassemia_Fixed Defect', 'target_1', 'vessels_colored_by_flourosopy_Zero'})",0.7053658536585365,0.31609756097560976,0.27707317073170734,0.392807745504841,1.2426788245137717,1.0,0.054108744794765046,1.1263359075504196,0.6628113049155865,0.37221494102228053,0.1121653910734123,0.6346754776906922
"frozenset({'oldpeak_Low', 'vessels_colored_by_flourosopy_Zero'})",frozenset({'slope_Downsloping'}),0.4995121951219512,0.4575609756097561,0.2839024390243902,0.568359375,1.242150019989339,1.0,0.05534515169541937,1.2566913144244565,0.3895085173797417,0.4217391304347826,0.20425963916366902,0.5944142290778252
frozenset({'slope_Downsloping'}),"frozenset({'oldpeak_Low', 'vessels_colored_by_flourosopy_Zero'})",0.4575609756097561,0.4995121951219512,0.2839024390243902,0.6204690831556502,1.2421500199893387,1.0,0.05534515169541937,1.3187010139764315,0.3593846572226753,0.4217391304347826,0.24167799265992485,0.5944142290778252
"frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'rest_ecg_ST-T wave abnormality', 'exercise_induced_angina_No', 'thalassemia_Fixed Defect'})",0.7053658536585365,0.24390243902439024,0.21365853658536585,0.30290456431535273,1.2419087136929463,1.0,0.04161808447352766,1.0846399535423927,0.6611176630681302,0.29045092838196285,0.07803506893320845,0.5894522821576764
"frozenset({'rest_ecg_ST-T wave abnormality', 'exercise_induced_angina_No', 'thalassemia_Fixed Defect'})","frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.24390243902439024,0.7053658536585365,0.21365853658536585,0.876,1.241908713692946,1.0,0.04161808447352766,2.3760818253343827,0.25762262483429077,0.29045092838196285,0.5791390728476822,0.5894522821576764
"frozenset({'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No', 'slope_Downsloping'})","frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.25170731707317073,0.7053658536585365,0.22048780487804878,0.875968992248062,1.2418647538786496,1.0,0.04294205829863176,2.3754878048780492,0.26027160180452513,0.2993377483443709,0.5790338313055086,0.5942777188072952
"frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No', 'slope_Downsloping'})",0.7053658536585365,0.25170731707317073,0.22048780487804878,0.31258644536652835,1.2418647538786494,1.0,0.04294205829863176,1.0885625950826914,0.6610209224638105,0.2993377483443709,0.08135737483792903,0.5942777188072952
"frozenset({'oldpeak_Low', 'vessels_colored_by_flourosopy_Zero'})","frozenset({'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.4995121951219512,0.5726829268292682,0.3551219512195122,0.7109375,1.241415566439523,1.0,0.06905984533016063,1.4782860909690179,0.3885568622410729,0.49523809523809514,0.3235409531963471,0.6655198573253833
"frozenset({'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'oldpeak_Low', 'vessels_colored_by_flourosopy_Zero'})",0.5726829268292682,0.4995121951219512,0.3551219512195122,0.6201022146507666,1.241415566439523,1.0,0.06905984533016063,1.3174275401946847,0.4550905715289278,0.49523809523809514,0.24094497079344213,0.6655198573253833
"frozenset({'oldpeak_Low', 'exercise_induced_angina_No', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'vessels_colored_by_flourosopy_Zero'}),0.3151219512195122,0.5639024390243902,0.22048780487804878,0.6996904024767802,1.2408004542192037,1.0,0.04278976799524095,1.4521599195373398,0.28336232761011537,0.33481481481481484,0.3113706097062633,0.5453469313421964
frozenset({'vessels_colored_by_flourosopy_Zero'}),"frozenset({'oldpeak_Low', 'exercise_induced_angina_No', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.5639024390243902,0.3151219512195122,0.22048780487804878,0.3910034602076125,1.2408004542192037,1.0,0.04278976799524095,1.12460088691796,0.4450119775890402,0.33481481481481484,0.11079565058803821,0.5453469313421964
frozenset({'target_1'}),"frozenset({'vessels_colored_by_flourosopy_Zero', 'fasting_blood_sugar_Lower than 120 mg/ml', 'sex_Male'})",0.5131707317073171,0.31414634146341464,0.2,0.3897338403041825,1.2406123798502704,1.0,0.038789292088042826,1.1238598890661804,0.3983870179383156,0.31881804043545875,0.110209368864562,0.5131899015185509
"frozenset({'vessels_colored_by_flourosopy_Zero', 'fasting_blood_sugar_Lower than 120 mg/ml', 'sex_Male'})",frozenset({'target_1'}),0.31414634146341464,0.5131707317073171,0.2,0.6366459627329193,1.2406123798502704,1.0,0.038789292088042826,1.339820721284136,0.2827811123061444,0.31881804043545875,0.2536314865756358,0.5131899015185509
frozenset({'slope_Downsloping'}),"frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml', 'sex_Male'})",0.4575609756097561,0.4624390243902439,0.2624390243902439,0.5735607675906184,1.240294908819375,1.0,0.05084497323022011,1.2605804878048783,0.35716482576020964,0.3991097922848665,0.20671467655242068,0.5705356580569125
"frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml', 'sex_Male'})",frozenset({'slope_Downsloping'}),0.4624390243902439,0.4575609756097561,0.2624390243902439,0.5675105485232067,1.2402949088193749,1.0,0.05084497323022011,1.2542248661511004,0.3604058858850754,0.3991097922848665,0.20269480618037203,0.5705356580569125
frozenset({'vessels_colored_by_flourosopy_Zero'}),"frozenset({'thalassemia_Fixed Defect', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.5639024390243902,0.46731707317073173,0.32682926829268294,0.5795847750865053,1.240238819339599,1.0,0.06330803093396792,1.26704004817826,0.44417509766603247,0.4639889196675901,0.21075896421917198,0.6394792351424176
"frozenset({'thalassemia_Fixed Defect', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'vessels_colored_by_flourosopy_Zero'}),0.46731707317073173,0.5639024390243902,0.32682926829268294,0.6993736951983298,1.2402388193395988,1.0,0.06330803093396792,1.450630081300813,0.363637854682631,0.4639889196675901,0.310644379369772,0.6394792351424176
"frozenset({'thalassemia_Fixed Defect', 'exercise_induced_angina_No', 'slope_Downsloping'})",frozenset({'vessels_colored_by_flourosopy_Zero'}),0.288780487804878,0.5639024390243902,0.20195121951219513,0.6993243243243245,1.2401512671841395,1.0,0.039107198096371254,1.4503918881885456,0.27227424239412107,0.31034482758620696,0.31053116875264564,0.5287279061067989
frozenset({'vessels_colored_by_flourosopy_Zero'}),"frozenset({'thalassemia_Fixed Defect', 'exercise_induced_angina_No', 'slope_Downsloping'})",0.5639024390243902,0.288780487804878,0.20195121951219513,0.3581314878892734,1.2401512671841395,1.0,0.039107198096371254,1.1080454933929393,0.4440445698105463,0.31034482758620696,0.09750997954253122,0.5287279061067989
"frozenset({'oldpeak_Low', 'exercise_induced_angina_No', 'slope_Downsloping', 'thalassemia_Fixed Defect'})",frozenset({'vessels_colored_by_flourosopy_Zero'}),0.288780487804878,0.5639024390243902,0.20195121951219513,0.6993243243243245,1.2401512671841395,1.0,0.039107198096371254,1.4503918881885456,0.27227424239412107,0.31034482758620696,0.31053116875264564,0.5287279061067989
frozenset({'vessels_colored_by_flourosopy_Zero'}),"frozenset({'oldpeak_Low', 'exercise_induced_angina_No', 'slope_Downsloping', 'thalassemia_Fixed Defect'})",0.5639024390243902,0.288780487804878,0.20195121951219513,0.3581314878892734,1.2401512671841395,1.0,0.039107198096371254,1.1080454933929393,0.4440445698105463,0.31034482758620696,0.09750997954253122,0.5287279061067989
"frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'vessels_colored_by_flourosopy_Zero', 'slope_Downsloping', 'target_1'})",0.7053658536585365,0.24878048780487805,0.2175609756097561,0.3084370677731674,1.2397960567352806,1.0,0.04207971445568115,1.0862634146341463,0.6564606658153417,0.295364238410596,0.0794129798279176,0.591473435847368
"frozenset({'vessels_colored_by_flourosopy_Zero', 'slope_Downsloping', 'target_1'})","frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.24878048780487805,0.7053658536585365,0.2175609756097561,0.8745098039215686,1.2397960567352806,1.0,0.04207971445568115,2.347865853658537,0.2574689884106925,0.295364238410596,0.5740812881443969,0.591473435847368
"frozenset({'exercise_induced_angina_No', 'sex_Male'})","frozenset({'oldpeak_Low', 'slope_Downsloping'})",0.43121951219512195,0.4458536585365854,0.23804878048780487,0.5520361990950227,1.2381555887798648,1.0,0.045787983343248045,1.2370337521557035,0.3381745072125522,0.37251908396946565,0.1916146198457715,0.5429765240551699
"frozenset({'oldpeak_Low', 'slope_Downsloping'})","frozenset({'exercise_induced_angina_No', 'sex_Male'})",0.4458536585365854,0.43121951219512195,0.23804878048780487,0.5339168490153172,1.2381555887798645,1.0,0.045787983343248045,1.2203412343982594,0.34710517201570057,0.37251908396946565,0.1805570673082335,0.5429765240551699
frozenset({'exercise_induced_angina_No'}),"frozenset({'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.6634146341463415,0.3931707317073171,0.3229268292682927,0.48676470588235293,1.2380491898992847,1.0,0.06209161213563352,1.182360751974282,0.5712596873768552,0.4401595744680851,0.15423444297333078,0.6540523281272806
"frozenset({'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'exercise_induced_angina_No'}),0.3931707317073171,0.6634146341463415,0.3229268292682927,0.8213399503722084,1.2380491898992847,1.0,0.06209161213563352,1.883943089430894,0.31685625746786983,0.4401595744680851,0.4691984032797496,0.6540523281272806
"frozenset({'target_1', 'vessels_colored_by_flourosopy_Zero'})","frozenset({'rest_ecg_ST-T wave abnormality', 'oldpeak_Low'})",0.40487804878048783,0.4478048780487805,0.22439024390243903,0.5542168674698795,1.2376302596004936,1.0,0.043083878643664475,1.238707976268952,0.32263007840342117,0.3571428571428571,0.1927072246583507,0.527653096044308
"frozenset({'rest_ecg_ST-T wave abnormality', 'oldpeak_Low'})","frozenset({'target_1', 'vessels_colored_by_flourosopy_Zero'})",0.4478048780487805,0.40487804878048783,0.22439024390243903,0.5010893246187363,1.2376302596004933,1.0,0.043083878643664475,1.1928426882522098,0.3477108618835457,0.3571428571428571,0.16166648808886022,0.527653096044308
"frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'thalassemia_Fixed Defect', 'slope_Downsloping'})",0.7053658536585365,0.32195121951219513,0.2809756097560976,0.3983402489626557,1.237268955111279,1.0,0.05388221296847118,1.126963835155593,0.6508692052980134,0.37647058823529417,0.11266007940535551,0.6355337608449643
"frozenset({'thalassemia_Fixed Defect', 'slope_Downsloping'})","frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.32195121951219513,0.7053658536585365,0.2809756097560976,0.8727272727272728,1.237268955111279,1.0,0.05388221296847118,2.314982578397214,0.28282374100719443,0.37647058823529417,0.5680313064419028,0.6355337608449643
"frozenset({'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No', 'thalassemia_Fixed Defect'})","frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.3053658536585366,0.7053658536585365,0.26634146341463416,0.8722044728434506,1.236527779619,1.0,0.05094681737061277,2.3055121951219535,0.27537350290159296,0.3577981651376147,0.5662569028627049,0.6248989169196506
"frozenset({'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No', 'thalassemia_Fixed Defect'})",0.7053658536585365,0.3053658536585366,0.26634146341463416,0.37759336099585067,1.2365277796189997,1.0,0.05094681737061277,1.1160455284552844,0.6492249472381927,0.3577981651376147,0.10397920648981313,0.6248989169196506
frozenset({'thalassemia_Fixed Defect'}),"frozenset({'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.5307317073170732,0.5726829268292682,0.375609756097561,0.707720588235294,1.2357983014330094,1.0,0.07166876859012494,1.46201564657156,0.4066042066042067,0.5160857908847184,0.31601279210314254,0.6817989653271871
"frozenset({'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'thalassemia_Fixed Defect'}),0.5726829268292682,0.5307317073170732,0.375609756097561,0.6558773424190801,1.2357983014330094,1.0,0.07166876859012494,1.3636657812122677,0.4465219711795055,0.5160857908847184,0.2666824864439857,0.6817989653271871
"frozenset({'vessels_colored_by_flourosopy_Zero', 'sex_Male'})","frozenset({'target_1', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.3648780487804878,0.44390243902439025,0.2,0.5481283422459894,1.2347946171475586,1.0,0.03802974419988103,1.2306537739933616,0.2993893072571279,0.32852564102564097,0.18742377333708615,0.49933889639772
"frozenset({'vessels_colored_by_flourosopy_Zero', 'sex_Male'})","frozenset({'target_1', 'exercise_induced_angina_No'})",0.3648780487804878,0.44390243902439025,0.2,0.5481283422459894,1.2347946171475586,1.0,0.03802974419988103,1.2306537739933616,0.2993893072571279,0.32852564102564097,0.18742377333708615,0.49933889639772
"frozenset({'target_1', 'exercise_induced_angina_No'})","frozenset({'vessels_colored_by_flourosopy_Zero', 'sex_Male'})",0.44390243902439025,0.3648780487804878,0.2,0.45054945054945056,1.2347946171475583,1.0,0.03802974419988103,1.155921951219512,0.34193410355156184,0.32852564102564097,0.13488968788507963,0.49933889639772
